BEATS-2020-10-28 21:25:15.298 [main] INFO  xyz.liangwh.headwaters.HeadwatersApplication - Starting HeadwatersApplication on LAPTOP-VGLK8K0J with PID 13444 (D:\LearnProject\soft\headwaters\target\classes started by liangwh in D:\LearnProject\soft\headwaters)
BEATS-2020-10-28 21:25:21.882 [nioEventLoopGroup-6-1] INFO  xyz.liangwh.headwaters.netty.ServerHandler - 19146
BEATS-2020-10-28 21:25:21.882 [nioEventLoopGroup-6-1] INFO  xyz.liangwh.headwaters.netty.ServerHandler - 19147
BEATS-2020-10-28 21:25:21.883 [nioEventLoopGroup-6-1] INFO  xyz.liangwh.headwaters.netty.ServerHandler - 19148
BEATS-2020-10-28 21:25:21.883 [nioEventLoopGroup-6-1] INFO  xyz.liangwh.headwaters.netty.ServerHandler - 19149
BEATS-2020-10-28 21:25:21.883 [nioEventLoopGroup-6-1] INFO  xyz.liangwh.headwaters.netty.ServerHandler - 19150
BEATS-2020-10-28 21:25:21.884 [nioEventLoopGroup-6-1] INFO  xyz.liangwh.headwaters.netty.ServerHandler - 19151
BEATS-2020-10-28 21:25:21.884 [nioEventLoopGroup-6-1] INFO  xyz.liangwh.headwaters.netty.ServerHandler - 19152
BEATS-2020-10-28 21:25:21.885 [nioEventLoopGroup-6-1] INFO  xyz.liangwh.headwaters.netty.ServerHandler - 19153
BEATS-2020-10-28 21:25:21.886 [nioEventLoopGroup-6-1] INFO  xyz.liangwh.headwaters.netty.ServerHandler - 19154
BEATS-2020-10-28 21:25:21.886 [nioEventLoopGroup-6-1] INFO  xyz.liangwh.headwaters.netty.ServerHandler - 19155
BEATS-2020-10-28 21:25:21.887 [nioEventLoopGroup-6-1] INFO  xyz.liangwh.headwaters.netty.ServerHandler - 19156
BEATS-2020-10-28 21:25:21.887 [nioEventLoopGroup-6-1] INFO  xyz.liangwh.headwaters.netty.ServerHandler - 19157
BEATS-2020-10-28 21:25:21.887 [nioEventLoopGroup-6-1] INFO  xyz.liangwh.headwaters.netty.ServerHandler - 19158
BEATS-2020-10-28 21:25:21.888 [nioEventLoopGroup-6-1] INFO  xyz.liangwh.headwaters.netty.ServerHandler - 19159
BEATS-2020-10-28 21:25:21.888 [nioEventLoopGroup-6-1] INFO  xyz.liangwh.headwaters.netty.ServerHandler - 19160
BEATS-2020-10-28 21:25:21.888 [nioEventLoopGroup-6-1] INFO  xyz.liangwh.headwaters.netty.ServerHandler - 19161
BEATS-2020-10-28 21:25:21.888 [nioEventLoopGroup-6-1] INFO  xyz.liangwh.headwaters.netty.ServerHandler - 19162
BEATS-2020-10-28 21:25:21.889 [nioEventLoopGroup-6-1] INFO  xyz.liangwh.headwaters.netty.ServerHandler - 19163
BEATS-2020-10-28 21:25:21.889 [nioEventLoopGroup-6-1] INFO  xyz.liangwh.headwaters.netty.ServerHandler - 19164
BEATS-2020-10-28 21:25:21.889 [nioEventLoopGroup-6-1] INFO  xyz.liangwh.headwaters.netty.ServerHandler - 19165
BEATS-2020-10-28 21:25:21.890 [nioEventLoopGroup-6-1] INFO  xyz.liangwh.headwaters.netty.ServerHandler - 19166
BEATS-2020-10-28 21:25:21.890 [nioEventLoopGroup-6-1] INFO  xyz.liangwh.headwaters.netty.ServerHandler - 19167
BEATS-2020-10-28 21:25:21.891 [nioEventLoopGroup-6-1] INFO  xyz.liangwh.headwaters.netty.ServerHandler - 19168
BEATS-2020-10-28 21:25:21.891 [nioEventLoopGroup-6-1] INFO  xyz.liangwh.headwaters.netty.ServerHandler - 19169
BEATS-2020-10-28 21:25:21.891 [nioEventLoopGroup-6-1] INFO  xyz.liangwh.headwaters.netty.ServerHandler - 19170
BEATS-2020-10-28 21:25:21.892 [nioEventLoopGroup-6-1] INFO  xyz.liangwh.headwaters.netty.ServerHandler - 19171
BEATS-2020-10-28 21:25:21.892 [nioEventLoopGroup-6-1] INFO  xyz.liangwh.headwaters.netty.ServerHandler - 19172
BEATS-2020-10-28 21:25:21.892 [nioEventLoopGroup-6-1] INFO  xyz.liangwh.headwaters.netty.ServerHandler - 19173
BEATS-2020-10-28 21:25:21.892 [nioEventLoopGroup-6-1] INFO  xyz.liangwh.headwaters.netty.ServerHandler - 19174
BEATS-2020-10-28 21:25:21.893 [nioEventLoopGroup-6-1] INFO  xyz.liangwh.headwaters.netty.ServerHandler - 19175
BEATS-2020-10-28 21:25:21.893 [nioEventLoopGroup-6-1] INFO  xyz.liangwh.headwaters.netty.ServerHandler - 19176
BEATS-2020-10-28 21:25:21.894 [nioEventLoopGroup-6-1] INFO  xyz.liangwh.headwaters.netty.ServerHandler - 19177
BEATS-2020-10-28 21:25:21.894 [nioEventLoopGroup-6-1] INFO  xyz.liangwh.headwaters.netty.ServerHandler - 19178
BEATS-2020-10-28 21:25:21.895 [nioEventLoopGroup-6-1] INFO  xyz.liangwh.headwaters.netty.ServerHandler - 19179
